start,end,nbodies,niter,threads
3710271.423012,3710375.743519,8192,1000,9
3710375.769689,3710459.298264,8192,1000,10
3710459.311381,3710543.106595,8192,1000,11
3710543.126943,3710614.134325,8192,1000,12
3710614.147994,3710687.173031,8192,1000,13
3710687.189161,3710753.957496,8192,1000,14
3710753.970735,3710955.430464,8192,1000,4
3710955.459426,3711126.352422,8192,1000,5
3711126.375066,3711271.991730,8192,1000,6
3711272.016771,3711391.810353,8192,1000,7
3711391.838254,3711501.513430,8192,1000,8
3711501.529353,3711610.715089,8192,1000,9
3711610.730690,3711697.154522,8192,1000,10
3711697.170182,3711781.607935,8192,1000,11
3711781.622864,3711850.257921,8192,1000,12
3711850.271454,3711918.843261,8192,1000,13
3711918.858372,3711969.333278,8192,1000,14
3711969.346270,3712177.631442,8192,1000,4
3712177.646494,3712351.702682,8192,1000,5
3712351.731972,3712505.031490,8192,1000,6
3712505.059506,3712622.365196,8192,1000,7
3712622.377965,3712729.716369,8192,1000,8
3712729.729208,3712832.243180,8192,1000,9
3712832.261402,3712921.458916,8192,1000,10
3712921.485345,3713009.202137,8192,1000,11
3713009.217907,3713074.001961,8192,1000,12
3713074.014924,3713142.344757,8192,1000,13
3713142.359260,3713199.930123,8192,1000,14
3713199.943432,3713404.672406,8192,1000,4
3713404.697656,3713577.684850,8192,1000,5
3713577.713623,3713726.795374,8192,1000,6
3713726.826389,3713842.531634,8192,1000,7
3713842.555373,3713949.109786,8192,1000,8
3713949.125098,3714062.391168,8192,1000,9
3714062.419788,3714150.863148,8192,1000,10
3714150.896073,3714230.108989,8192,1000,11
3714230.122269,3714294.174253,8192,1000,12
3714294.187009,3714364.344251,8192,1000,13
3714364.359244,3714421.921867,8192,1000,14
3714421.934980,3714632.855349,8192,1000,4
3714632.870382,3714805.696737,8192,1000,5
3714805.725503,3714952.347088,8192,1000,6
3714952.362882,3715067.983870,8192,1000,7
3715067.997406,3715176.078733,8192,1000,8
3715176.106334,3715284.650462,8192,1000,9
3715284.663162,3715368.862962,8192,1000,10
3715368.877357,3715452.732645,8192,1000,11
3715452.749681,3715523.082166,8192,1000,12
3715523.094609,3715597.808448,8192,1000,13
3715597.822955,3715650.813056,8192,1000,14
3715650.826093,3715863.205937,8192,1000,4
3715863.234054,3716033.363744,8192,1000,5
3716033.378940,3716179.597495,8192,1000,6
3716179.613136,3716299.827266,8192,1000,7
3716299.856806,3716409.012280,8192,1000,8
3716409.039909,3716510.046912,8192,1000,9
3716510.062598,3716595.816524,8192,1000,10
3716595.847041,3716680.419513,8192,1000,11
3716680.436286,3716748.043154,8192,1000,12
3716748.066486,3716821.850460,8192,1000,13
3716821.874040,3716881.811833,8192,1000,14
3716881.825287,3717092.506054,8192,1000,4
3717092.520914,3717271.629969,8192,1000,5
3717271.642977,3717421.458740,8192,1000,6
3717421.473475,3717545.302955,8192,1000,7
3717545.317451,3717649.075946,8192,1000,8
3717649.090344,3717752.918642,8192,1000,9
3717752.931955,3717838.464227,8192,1000,10
3717838.492422,3717922.238165,8192,1000,11
3717922.252800,3717990.937293,8192,1000,12
3717990.950407,3718065.499782,8192,1000,13
3718065.513992,3718133.576361,8192,1000,14
3718133.590827,3718337.950326,8192,1000,4
3718337.978488,3718506.297925,8192,1000,5
3718506.314704,3718660.934920,8192,1000,6
3718660.951411,3718780.311762,8192,1000,7
3718780.333795,3718890.616681,8192,1000,8
3718890.631399,3719011.449754,8192,1000,9
3719011.478141,3719100.057457,8192,1000,10
3719100.071081,3719183.915939,8192,1000,11
3719183.945049,3719249.793553,8192,1000,12
3719249.809025,3719319.308889,8192,1000,13
3719319.329528,3719380.576461,8192,1000,14
4126377.785153,4126413.307749,2048,1000,1
4126413.317988,4126433.647425,2048,1000,2
4126433.657831,4126449.270139,2048,1000,3
4126449.281530,4126461.489558,2048,1000,4
4126461.499519,4126471.568409,2048,1000,5
4126471.578211,4126478.693934,2048,1000,6
4126478.698911,4126485.940115,2048,1000,7
4126485.948144,4126491.488355,2048,1000,8
4126491.493562,4126497.423947,2048,1000,9
4126497.429290,4126502.192359,2048,1000,10
4126502.197845,4126507.461262,2048,1000,11
4126507.467578,4126511.509083,2048,1000,12
4126511.514556,4126516.394793,2048,1000,13
4126516.399903,4126520.031470,2048,1000,14
4126520.036694,4126558.360745,2048,1000,1
4126558.370801,4126577.721474,2048,1000,2
4126577.731719,4126593.339815,2048,1000,3
4126593.349316,4126603.897156,2048,1000,4
4126603.902589,4126613.942078,2048,1000,5
4126613.950677,4126621.436996,2048,1000,6
4126621.446870,4126629.176221,2048,1000,7
4126629.186600,4126634.875298,2048,1000,8
4126634.880464,4126640.675933,2048,1000,9
4126640.685114,4126645.641348,2048,1000,10
4126645.646581,4126650.748461,2048,1000,11
4126650.754234,4126654.781539,2048,1000,12
4126654.786668,4126659.544175,2048,1000,13
4126659.549574,4126663.139006,2048,1000,14
4126663.146033,4126698.478036,2048,1000,1
4126698.487730,4126718.471509,2048,1000,2
4126718.476936,4126734.393051,2048,1000,3
4126734.403206,4126746.594079,2048,1000,4
4126746.599271,4126756.547089,2048,1000,5
4126756.556630,4126763.854940,2048,1000,6
4126763.864943,4126771.237356,2048,1000,7
4126771.242607,4126776.936298,2048,1000,8
4126776.941669,4126782.389381,2048,1000,9
4126782.394556,4126787.191219,2048,1000,10
4126787.196260,4126792.620109,2048,1000,11
4126792.625468,4126797.761152,2048,1000,12
4126797.766289,4126803.036923,2048,1000,13
4126803.042051,4126806.722992,2048,1000,14
4126806.728015,4126844.817671,2048,1000,1
4126844.827823,4126865.629388,2048,1000,2
4126865.638794,4126881.993680,2048,1000,3
4126882.000710,4126893.966233,2048,1000,4
4126893.978396,4126904.037762,2048,1000,5
4126904.045299,4126911.826696,2048,1000,6
4126911.831744,4126919.418305,2048,1000,7
4126919.427886,4126925.112266,2048,1000,8
4126925.117472,4126930.852938,2048,1000,9
4126930.858126,4126935.513194,2048,1000,10
4126935.523909,4126941.231395,2048,1000,11
4126941.236885,4126946.294868,2048,1000,12
4126946.300647,4126951.240912,2048,1000,13
4126951.246140,4126956.072755,2048,1000,14
4126956.078097,4126990.968121,2048,1000,1
4126990.978381,4127011.793541,2048,1000,2
4127011.803255,4127027.405455,2048,1000,3
4127027.411102,4127039.959919,2048,1000,4
4127039.966392,4127050.085639,2048,1000,5
4127050.095459,4127057.501777,2048,1000,6
4127057.506858,4127064.631579,2048,1000,7
4127064.637312,4127070.533443,2048,1000,8
4127070.543745,4127076.514674,2048,1000,9
4127076.520534,4127081.324128,2048,1000,10
4127081.329460,4127086.241422,2048,1000,11
4127086.246781,4127090.243355,2048,1000,12
4127090.248472,4127094.327455,2048,1000,13
4127094.334108,4127098.573090,2048,1000,14
4127098.578820,4127137.397809,2048,1000,1
4127137.407674,4127157.163626,2048,1000,2
4127157.173369,4127172.869724,2048,1000,3
4127172.875382,4127185.549428,2048,1000,4
4127185.554684,4127195.499552,2048,1000,5
4127195.509853,4127202.903064,2048,1000,6
4127202.912630,4127210.417176,2048,1000,7
4127210.426710,4127216.137824,2048,1000,8
4127216.147015,4127222.184928,2048,1000,9
4127222.194743,4127226.946680,2048,1000,10
4127226.956215,4127232.500518,2048,1000,11
4127232.505672,4127236.516675,2048,1000,12
4127236.521651,4127241.541282,2048,1000,13
4127241.546731,4127245.126785,2048,1000,14
4127245.131833,4127280.109754,2048,1000,1
4127280.120646,4127300.620933,2048,1000,2
4127300.631869,4127316.447904,2048,1000,3
4127316.452513,4127328.861561,2048,1000,4
4127328.867274,4127338.999187,2048,1000,5
4127339.004819,4127346.419877,2048,1000,6
4127346.429625,4127353.235046,2048,1000,7
4127353.240212,4127358.848423,2048,1000,8
4127358.858426,4127365.008229,2048,1000,9
4127365.017716,4127369.886608,2048,1000,10
4127369.891581,4127375.861160,2048,1000,11
4127375.866157,4127380.489021,2048,1000,12
4127380.494247,4127385.038086,2048,1000,13
4127385.043273,4127388.511030,2048,1000,14
4127388.516377,4127427.098737,2048,1000,1
4127427.108814,4127446.910605,2048,1000,2
4127446.920697,4127462.208313,2048,1000,3
4127462.214378,4127474.296088,2048,1000,4
4127474.305934,4127484.292231,2048,1000,5
4127484.301689,4127491.637189,2048,1000,6
4127491.644111,4127498.892071,2048,1000,7
4127498.897508,4127504.817758,2048,1000,8
4127504.823064,4127510.644181,2048,1000,9
4127510.649142,4127516.468258,2048,1000,10
4127516.473235,4127521.811835,2048,1000,11
4127521.817804,4127525.826376,2048,1000,12
4127525.831800,4127531.383381,2048,1000,13
4127531.388508,4127536.189795,2048,1000,14
4127536.194871,4127571.141831,2048,1000,1
4127571.150732,4127591.497745,2048,1000,2
4127591.507942,4127607.015968,2048,1000,3
4127607.026148,4127619.220141,2048,1000,4
4127619.225472,4127629.207312,2048,1000,5
4127629.216579,4127636.585461,2048,1000,6
4127636.590920,4127643.736875,2048,1000,7
4127643.742105,4127649.396945,2048,1000,8
4127649.402556,4127654.848220,2048,1000,9
4127654.853763,4127659.679956,2048,1000,10
4127659.685006,4127665.164560,2048,1000,11
4127665.170038,4127669.317496,2048,1000,12
4127669.322480,4127673.626966,2048,1000,13
4127673.631807,4127677.291728,2048,1000,14
4127677.296857,4127712.990814,2048,1000,1
4127712.998753,4127732.430140,2048,1000,2
4127732.440054,4127747.575440,2048,1000,3
4127747.585560,4127758.528303,2048,1000,4
4127758.533785,4127768.259409,2048,1000,5
4127768.266395,4127775.942414,2048,1000,6
4127775.946850,4127782.981820,2048,1000,7
4127782.987371,4127788.514218,2048,1000,8
4127788.519096,4127794.435067,2048,1000,9
4127794.442859,4127799.233045,2048,1000,10
4127799.237780,4127804.582713,2048,1000,11
4127804.588799,4127808.630529,2048,1000,12
4127808.635631,4127812.734303,2048,1000,13
4127812.739113,4127817.348928,2048,1000,14
4127817.354187,4127852.374909,2048,1000,1
4127852.385165,4127872.123990,2048,1000,2
4127872.133786,4127888.150825,2048,1000,3
4127888.160731,4127899.895883,2048,1000,4
4127899.906050,4127910.148057,2048,1000,5
4127910.158380,4127917.497652,2048,1000,6
4127917.503964,4127925.158458,2048,1000,7
4128824.699616,4128863.024841,2048,1000,1
4128863.034892,4128883.421709,2048,1000,2
4128883.432105,4128899.895754,2048,1000,3
4128899.906046,4128912.508349,2048,1000,4
4128912.514184,4128923.018971,2048,1000,5
4128923.026426,4128930.469334,2048,1000,6
4128930.474606,4128937.705727,2048,1000,7
4128937.715559,4128943.677377,2048,1000,8
4128943.682230,4128949.097253,2048,1000,9
4128949.103030,4128954.362736,2048,1000,10
4128954.367861,4128959.077803,2048,1000,11
4128959.082902,4128963.186666,2048,1000,12
4128963.193109,4128967.514220,2048,1000,13
4128967.519480,4128971.058392,2048,1000,14
4128971.064417,4129006.091039,2048,1000,1
4129006.101234,4129026.061090,2048,1000,2
4129026.071520,4129040.370184,2048,1000,3
4129040.375162,4129052.439494,2048,1000,4
4129052.449949,4129061.715418,2048,1000,5
4129061.722501,4129069.278448,2048,1000,6
4129069.288398,4129076.671887,2048,1000,7
4129076.677697,4129082.627841,2048,1000,8
4129082.632823,4129088.405539,2048,1000,9
4129088.415088,4129093.477922,2048,1000,10
4129093.483680,4129099.036215,2048,1000,11
4129099.045878,4129103.089491,2048,1000,12
4129103.094782,4129106.945348,2048,1000,13
4129106.950780,4129110.430573,2048,1000,14
4129110.436274,4129150.552703,2048,1000,1
4129150.563189,4129171.447282,2048,1000,2
4129171.457661,4129186.606277,2048,1000,3
4129186.611793,4129198.234200,2048,1000,4
4129198.244334,4129208.026526,2048,1000,5
4129208.031567,4129215.543995,2048,1000,6
4129215.553980,4129223.411924,2048,1000,7
4129223.418273,4129229.645979,2048,1000,8
4129229.656271,4129235.312625,2048,1000,9
4129235.317784,4129240.589115,2048,1000,10
4129240.598812,4129245.287665,2048,1000,11
4129245.297489,4129249.326086,2048,1000,12
4129249.331614,4129253.397590,2048,1000,13
4129253.407289,4129257.431094,2048,1000,14
4129257.436397,4129294.523507,2048,1000,1
4129294.534303,4129314.884499,2048,1000,2
4129314.894616,4129330.453345,2048,1000,3
4129330.457953,4129341.870679,2048,1000,4
4129341.875966,4129351.277333,2048,1000,5
4129351.282211,4129358.615302,2048,1000,6
4129358.625725,4129365.973824,2048,1000,7
4129365.980069,4129371.660414,2048,1000,8
4129371.670722,4129377.775811,2048,1000,9
4129377.781054,4129382.766344,2048,1000,10
4129382.771927,4129387.487557,2048,1000,11
4129387.494552,4129391.839614,2048,1000,12
4129391.846072,4129396.151521,2048,1000,13
4129396.156587,4129399.868218,2048,1000,14
4129399.873345,4129435.665329,2048,1000,1
4129435.674891,4129456.572176,2048,1000,2
4129456.582344,4129471.784360,2048,1000,3
4129471.794147,4129483.697253,2048,1000,4
4129483.702854,4129493.961399,2048,1000,5
4129493.966982,4129501.187579,2048,1000,6
4129501.192317,4129508.786478,2048,1000,7
4129508.791929,4129514.586201,2048,1000,8
4129514.595670,4129520.389859,2048,1000,9
4129520.395552,4129524.959985,2048,1000,10
4129524.965249,4129530.248727,2048,1000,11
4129530.262305,4129535.065226,2048,1000,12
4129535.074537,4129540.025336,2048,1000,13
4129540.030656,4129545.184327,2048,1000,14
4129545.189633,4129580.361045,2048,1000,1
4129580.370699,4129600.169558,2048,1000,2
4129600.180264,4129614.814924,2048,1000,3
4129614.826377,4129627.465405,2048,1000,4
4129627.471314,4129637.650103,2048,1000,5
4129637.659751,4129644.964794,2048,1000,6
4129644.969876,4129652.538480,2048,1000,7
4129652.543752,4129658.468414,2048,1000,8
4129658.474219,4129664.496853,2048,1000,9
4129664.502040,4129669.408641,2048,1000,10
4129669.416210,4129673.799826,2048,1000,11
4129673.804769,4129677.957605,2048,1000,12
4129677.962617,4129681.925093,2048,1000,13
4129681.931851,4129685.713842,2048,1000,14
4129685.718662,4129720.631540,2048,1000,1
4129720.642665,4129739.860538,2048,1000,2
4129739.866216,4129755.358849,2048,1000,3
4129755.368410,4129768.086553,2048,1000,4
4129768.096494,4129777.903926,2048,1000,5
4129777.913465,4129785.478956,2048,1000,6
4129785.484225,4129793.069324,2048,1000,7
4129793.075070,4129798.741468,2048,1000,8
4129798.746740,4129804.668697,2048,1000,9
4129804.673673,4129809.438059,2048,1000,10
4129809.444080,4129814.793417,2048,1000,11
4129814.798659,4129818.890528,2048,1000,12
4129818.895889,4129822.668613,2048,1000,13
4129822.673702,4129826.104196,2048,1000,14
4129826.109251,4129865.882824,2048,1000,1
4129865.893330,4129886.069351,2048,1000,2
4129886.080258,4129901.620369,2048,1000,3
4129901.626281,4129913.791234,2048,1000,4
4129913.796903,4129923.975186,2048,1000,5
4129923.985270,4129931.277154,2048,1000,6
4129931.282217,4129938.517592,2048,1000,7
4129938.523158,4129944.558988,2048,1000,8
4129944.569358,4129950.440278,2048,1000,9
4129950.446246,4129955.665025,2048,1000,10
4129955.671874,4129960.589206,2048,1000,11
4129960.598818,4129964.569291,2048,1000,12
4129964.574318,4129968.646237,2048,1000,13
4129968.651358,4129972.279473,2048,1000,14
4129972.284477,4130007.305840,2048,1000,1
4130007.316393,4130026.773693,2048,1000,2
4130026.784140,4130040.880538,2048,1000,3
4130040.891260,4130053.231800,2048,1000,4
4130053.236945,4130063.177087,2048,1000,5
4130063.182165,4130070.475250,2048,1000,6
4130070.481036,4130078.141571,2048,1000,7
4130078.146738,4130083.665785,2048,1000,8
4130083.671348,4130089.451266,2048,1000,9
4130089.461637,4130094.264282,2048,1000,10
4130094.269298,4130099.076509,2048,1000,11
4130099.081994,4130103.286046,2048,1000,12
4130103.291247,4130107.167057,2048,1000,13
4130107.172566,4130112.872675,2048,1000,14
4130112.878156,4130155.008705,2048,1000,1
4130155.018797,4130176.488702,2048,1000,2
4130176.499775,4130191.724534,2048,1000,3
4130191.730965,4130203.591359,2048,1000,4
4130203.598114,4130213.565620,2048,1000,5
4130213.571612,4130220.791400,2048,1000,6
4130220.796458,4130228.324538,2048,1000,7
4130228.333660,4130234.054305,2048,1000,8
4130234.059419,4130239.629453,2048,1000,9
4130239.634609,4130244.283575,2048,1000,10
4130244.290931,4130250.319429,2048,1000,11
4130250.324620,4130254.791542,2048,1000,12
4130254.797167,4130259.303441,2048,1000,13
4130259.309522,4130264.457785,2048,1000,14
4130277.608190,4130317.135707,2048,1000,1
4130317.146356,4130337.392214,2048,1000,2
4130337.401969,4130352.848565,2048,1000,3
4130352.853336,4130364.852744,2048,1000,4
4130364.864522,4130374.763730,2048,1000,5
4130374.774211,4130382.054718,2048,1000,6
4130382.060664,4130389.892229,2048,1000,7
4130389.901271,4130395.594872,2048,1000,8
4130395.601079,4130400.844520,2048,1000,9
4130400.849967,4130405.428658,2048,1000,10
4130405.433768,4130410.788417,2048,1000,11
4130410.793563,4130414.901402,2048,1000,12
4130414.906795,4130419.328954,2048,1000,13
4130419.334768,4130423.540628,2048,1000,14
4130423.547816,4130458.898920,2048,1000,1
4130458.906058,4130479.601237,2048,1000,2
4130479.614067,4130495.206708,2048,1000,3
4130495.212403,4130507.369568,2048,1000,4
4130507.375666,4130517.543102,2048,1000,5
4130517.552690,4130524.910760,2048,1000,6
4130524.920338,4130532.274689,2048,1000,7
4130532.285894,4130538.361789,2048,1000,8
4130538.367054,4130544.068963,2048,1000,9
4130544.078580,4130549.052136,2048,1000,10
4130549.057295,4130555.342825,2048,1000,11
4130555.354771,4130559.578089,2048,1000,12
4130559.583247,4130563.620047,2048,1000,13
4130563.625711,4130567.466006,2048,1000,14
4130567.471283,4130602.798288,2048,1000,1
4130602.808146,4130622.634626,2048,1000,2
4130622.645239,4130638.507485,2048,1000,3
4130638.516329,4130650.827865,2048,1000,4
4130650.837558,4130660.835157,2048,1000,5
4130660.844984,4130668.912319,2048,1000,6
4130668.920224,4130675.929747,2048,1000,7
4130675.934774,4130681.446883,2048,1000,8
4130681.451861,4130687.397211,2048,1000,9
4130687.404657,4130692.158988,2048,1000,10
4130692.163997,4130698.174282,2048,1000,11
4130698.179721,4130702.717791,2048,1000,12
4130702.723226,4130707.479206,2048,1000,13
4130707.484705,4130711.136902,2048,1000,14
4130711.143341,4130746.041010,2048,1000,1
4130746.050981,4130766.072296,2048,1000,2
4130766.078386,4130782.648445,2048,1000,3
4130782.658789,4130795.564353,2048,1000,4
4130795.574597,4130805.336256,2048,1000,5
4130805.342959,4130812.570541,2048,1000,6
4130812.575994,4130819.716591,2048,1000,7
4130819.721905,4130825.772539,2048,1000,8
4130825.778260,4130831.846916,2048,1000,9
4130831.853667,4130836.647473,2048,1000,10
4130836.660741,4130841.363653,2048,1000,11
4130841.374649,4130846.755396,2048,1000,12
4130846.762357,4130850.937479,2048,1000,13
4130850.942890,4130854.544558,2048,1000,14
4130854.550433,4130890.631096,2048,1000,1
4130890.643159,4130911.527442,2048,1000,2
4130911.534143,4130925.804945,2048,1000,3
4130925.812155,4130938.022899,2048,1000,4
4130938.032548,4130947.323299,2048,1000,5
4130947.333732,4130954.850087,2048,1000,6
4130954.855815,4130962.256208,2048,1000,7
4130962.265527,4130967.954849,2048,1000,8
4130967.965544,4130973.519594,2048,1000,9
4130973.525141,4130978.314568,2048,1000,10
4130978.319982,4130983.241611,2048,1000,11
4130983.247071,4130988.573013,2048,1000,12
4130988.579253,4130993.815738,2048,1000,13
4130993.821217,4130997.993775,2048,1000,14
4130997.999096,4131033.192424,2048,1000,1
4131033.204953,4131053.545811,2048,1000,2
4131053.551842,4131069.565416,2048,1000,3
4131069.575442,4131081.625861,2048,1000,4
4131081.636404,4131091.665250,2048,1000,5
4131091.673203,4131099.039907,2048,1000,6
4131099.045599,4131106.418491,2048,1000,7
4131106.424279,4131112.110611,2048,1000,8
4131112.115577,4131117.618946,2048,1000,9
4131117.624033,4131122.112325,2048,1000,10
4131122.117663,4131127.423928,2048,1000,11
4131127.429252,4131131.493106,2048,1000,12
4131131.502782,4131135.949386,2048,1000,13
4131135.954397,4131139.504716,2048,1000,14
4131139.513906,4131174.655126,2048,1000,1
4131174.665318,4131195.371351,2048,1000,2
4131195.383467,4131210.838190,2048,1000,3
4131210.844487,4131223.582168,2048,1000,4
4131223.592254,4131233.469584,2048,1000,5
4131233.475271,4131240.644923,2048,1000,6
4131240.650589,4131247.866754,2048,1000,7
4131247.872688,4131254.065748,2048,1000,8
4131254.071110,4131259.783406,2048,1000,9
4131259.788804,4131264.464381,2048,1000,10
4131264.469955,4131269.244425,2048,1000,11
4131269.249676,4131274.538764,2048,1000,12
4131274.549171,4131278.665089,2048,1000,13
4131278.670768,4131282.248193,2048,1000,14
4131282.253476,4131317.828148,2048,1000,1
4131317.838256,4131337.326806,2048,1000,2
4131337.337953,4131353.001045,2048,1000,3
4131353.011765,4131363.495589,2048,1000,4
4131363.500613,4131372.901309,2048,1000,5
4131372.907185,4131380.439982,2048,1000,6
4131380.445655,4131387.468387,2048,1000,7
4131387.473490,4131393.104074,2048,1000,8
4131393.113727,4131399.269569,2048,1000,9
4131399.275104,4131403.942917,2048,1000,10
4131403.948244,4131408.855455,2048,1000,11
4131408.861565,4131412.977972,2048,1000,12
4131412.983187,4131418.093635,2048,1000,13
4131418.100794,4131422.361203,2048,1000,14
4131422.366695,4131457.704429,2048,1000,1
4131457.714308,4131478.004412,2048,1000,2
4131478.014957,4131492.452774,2048,1000,3
4131492.457905,4131504.400087,2048,1000,4
4131504.409933,4131514.138912,2048,1000,5
4131514.145554,4131521.343736,2048,1000,6
4131521.349472,4131528.429405,2048,1000,7
4131528.434795,4131534.103214,2048,1000,8
4131534.110827,4131540.038765,2048,1000,9
4131540.044585,4131544.578690,2048,1000,10
4131544.583714,4131549.257727,2048,1000,11
4131549.263876,4131553.419139,2048,1000,12
4131553.424341,4131557.440842,2048,1000,13
4131557.448593,4131560.907632,2048,1000,14
4131811.562705,4131951.692632,4096,1000,1
4131951.709529,4132030.531184,4096,1000,2
4132030.547672,4132099.638259,4096,1000,3
4132099.648428,4132148.393855,4096,1000,4
4132148.403900,4132184.819942,4096,1000,5
4132184.837825,4132216.851547,4096,1000,6
4132216.860401,4132242.746594,4096,1000,7
4132242.754674,4132267.792931,4096,1000,8
4132267.801808,4132289.329910,4096,1000,9
4132289.338836,4132306.403730,4096,1000,10
4132306.411293,4132325.254401,4096,1000,11
4132325.263111,4132339.747625,4096,1000,12
4132339.755345,4132354.150723,4096,1000,13
4132354.158783,4132370.627011,4096,1000,14
4132370.634875,4132511.721906,4096,1000,1
4132511.738707,4132591.206590,4096,1000,2
4132591.223106,4132651.342868,4096,1000,3
4132651.349792,4132701.896415,4096,1000,4
4132701.913263,4132739.557765,4096,1000,5
4132739.575041,4132772.785584,4096,1000,6
4132772.800043,4132800.380867,4096,1000,7
4132800.397287,4132825.295660,4096,1000,8
4132825.303907,4132846.174457,4096,1000,9
4132846.181977,4132866.093618,4096,1000,10
4132866.101183,4132884.188717,4096,1000,11
4132884.196573,4132899.499934,4096,1000,12
4132899.507768,4132915.993256,4096,1000,13
4132916.001180,4132928.367761,4096,1000,14
4132928.375614,4133069.074039,4096,1000,1
4133069.091425,4133150.175485,4096,1000,2
4133150.192625,4133211.290983,4096,1000,3
4133211.307477,4133261.402217,4096,1000,4
4133261.411141,4133295.894500,4096,1000,5
4133295.903048,4133328.396415,4096,1000,6
4133328.405327,4133355.895562,4096,1000,7
4133355.911592,4133379.355843,4096,1000,8
4133379.363882,4133400.835697,4096,1000,9
4133400.844443,4133418.913831,4096,1000,10
4133418.921544,4133437.856717,4096,1000,11
4133437.865152,4133452.470007,4096,1000,12
4133452.479813,4133469.418698,4096,1000,13
4133469.434529,4133481.976075,4096,1000,14
4133481.984087,4133621.896954,4096,1000,1
4133621.914207,4133700.901405,4096,1000,2
4133700.917812,4133759.813283,4096,1000,3
4133759.830789,4133808.399093,4096,1000,4
4133808.411438,4133842.973558,4096,1000,5
4133842.988500,4133875.468588,4096,1000,6
4133875.485196,4133902.836397,4096,1000,7
4133902.844638,4133927.529197,4096,1000,8
4133927.537377,4133948.324844,4096,1000,9
4133948.337953,4133967.993062,4096,1000,10
4133968.000718,4133986.960605,4096,1000,11
4133986.968712,4134001.432036,4096,1000,12
4134001.443483,4134021.071522,4096,1000,13
4134021.079200,4134035.747750,4096,1000,14
4134035.755148,4134177.595829,4096,1000,1
4134177.611709,4134257.126198,4096,1000,2
4134257.143201,4134320.960938,4096,1000,3
4134320.977565,4134368.806873,4096,1000,4
4134368.816219,4134405.304372,4096,1000,5
4134405.320434,4134438.740365,4096,1000,6
4134438.756385,4134465.777812,4096,1000,7
4134465.786023,4134490.332644,4096,1000,8
4134490.340944,4134511.607144,4096,1000,9
4134511.622772,4134530.727044,4096,1000,10
4134530.734995,4134549.552922,4096,1000,11
4134549.561586,4134564.703100,4096,1000,12
4134564.715934,4134580.563256,4096,1000,13
4134580.572870,4134598.115989,4096,1000,14
4134598.123815,4134737.639064,4096,1000,1
4134737.658142,4134815.387511,4096,1000,2
4134815.404333,4134877.611976,4096,1000,3
4134877.627825,4134926.444482,4096,1000,4
4134926.454942,4134962.702206,4096,1000,5
4134962.717671,4134996.220071,4096,1000,6
4134996.228680,4135024.369444,4096,1000,7
4135024.377659,4135048.972583,4096,1000,8
4135048.980866,4135070.196440,4096,1000,9
4135070.205503,4135088.343541,4096,1000,10
4135088.351048,4135107.188239,4096,1000,11
4135107.198201,4135122.531181,4096,1000,12
4135122.539796,4135142.385364,4096,1000,13
4135142.394028,4135155.295744,4096,1000,14
4135155.303657,4135296.032433,4096,1000,1
4135296.053317,4135374.733684,4096,1000,2
4135374.749844,4135434.025211,4096,1000,3
4135434.041314,4135481.598595,4096,1000,4
4135481.616577,4135518.600030,4096,1000,5
4135518.608890,4135551.414753,4096,1000,6
4135551.424009,4135577.611636,4096,1000,7
4135577.619903,4135602.411640,4096,1000,8
4135602.420403,4135623.837895,4096,1000,9
4135623.847235,4135641.368680,4096,1000,10
4135641.376553,4135659.724892,4096,1000,11
4135659.733262,4135674.624642,4096,1000,12
4135674.632537,4135689.756608,4096,1000,13
4135689.764979,4135702.516615,4096,1000,14
4135702.524703,4135845.984074,4096,1000,1
4135845.994241,4135926.995978,4096,1000,2
4135927.013013,4135986.392622,4096,1000,3
4135986.401689,4136034.795032,4096,1000,4
4136034.803612,4136070.687990,4096,1000,5
4136070.704825,4136103.895630,4096,1000,6
4136103.903056,4136131.022624,4096,1000,7
4136131.031134,4136155.854070,4096,1000,8
4136155.869909,4136177.605386,4096,1000,9
4136177.613585,4136195.747946,4096,1000,10
4136195.755911,4136214.645451,4096,1000,11
4136214.654581,4136229.670823,4096,1000,12
4136229.678534,4136246.419635,4096,1000,13
4136246.426780,4136259.348012,4096,1000,14
4136259.355905,4136399.551133,4096,1000,1
4136399.567822,4136479.336578,4096,1000,2
4136479.352388,4136541.850984,4096,1000,3
4136541.868118,4136592.479815,4096,1000,4
4136592.488529,4136628.488259,4096,1000,5
4136628.495669,4136660.834571,4096,1000,6
4136660.843554,4136689.083717,4096,1000,7
4136689.100540,4136713.369200,4096,1000,8
4136713.377434,4136734.970117,4096,1000,9
4136734.978092,4136753.028021,4096,1000,10
4136753.037409,4136772.241918,4096,1000,11
4136772.250999,4136786.617753,4096,1000,12
4136786.625892,4136802.189282,4096,1000,13
4136802.197624,4136815.056979,4096,1000,14
4136815.064862,4136955.365442,4096,1000,1
4136955.382733,4137035.541736,4096,1000,2
4137035.558331,4137099.549873,4096,1000,3
4137099.565342,4137150.548440,4096,1000,4
4137150.565849,4137188.212728,4096,1000,5
4137188.228087,4137221.455387,4096,1000,6
4137221.463307,4137248.878164,4096,1000,7
4137248.888587,4137273.366164,4096,1000,8
4137273.381727,4137294.416906,4096,1000,9
4137294.424955,4137312.074913,4096,1000,10
4137312.083172,4137330.775441,4096,1000,11
4137330.783519,4137345.768217,4096,1000,12
4137345.776568,4137361.928762,4096,1000,13
